index,Order ID,Date,Status,Fulfilment,Category,Size,ASIN,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code
3961,406-2879103-4529136,04-28-22,Shipped,Amazon,Set,S,B08XNJ19QH,Shipped,1,419,NATHDWARA,RAJASTHAN,313301
3962,408-7596733-9550756,04-28-22,Shipped,Amazon,Top,XXL,B08N4QTQHW,Shipped,1,1299,GHAZIABAD,UTTAR PRADESH,201016
3963,407-9054070-5366749,04-28-22,Shipped,Amazon,kurta,L,B081X7JHBC,Shipped,1,1112,"Sabbavaram,Visakhapatnam",ANDHRA PRADESH,531035
3964,407-0989425-4089957,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B081X4S826,Shipped,1,487,"Sabbavaram,Visakhapatnam",ANDHRA PRADESH,531035
3965,404-2256363-9993959,04-28-22,Shipped,Amazon,Top,XS,B08ZHQL89M,Shipped,1,399,Veraval,Gujarat,362265
3966,406-6770586-2705146,04-28-22,Shipped - Delivered to Buyer,Merchant,Top,3XL,B08QGQK6ZR,Shipped,1,399,NIZAMABAD,TELANGANA,503001
3967,171-7376855-2528301,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B09RKDXXC4,Shipped,1,359,KANPUR,UTTAR PRADESH,208001
3968,407-8009912-6813118,04-28-22,Cancelled,Merchant,Set,XXL,B099WXZ2R9,Null,0,399,Bangalore,KARNATAKA,560076
3969,402-2105555-6827522,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B078NTPQHT,Shipped,1,751,BENGALURU,KARNATAKA,560026
3970,405-9750637-8292304,04-28-22,Shipped,Amazon,Ethnic Dress,XL,B08QGRCSPB,Shipped,1,522,NEW DELHI,DELHI,110001
3971,402-8757760-2058718,04-28-22,Cancelled,Amazon,Set,XS,B09NQ6922Q,Cancelled,0,295,KARNAL,HARYANA,136044
3972,402-8757760-2058718,04-28-22,Cancelled,Amazon,Set,XS,B09KXT9J6D,Cancelled,0,388,KARNAL,HARYANA,136044
3973,403-0198073-3169977,04-28-22,Cancelled,Merchant,Set,XXL,B0928ZDZ1X,Null,0,0,HYDERABAD,TELANGANA,500068
3974,405-7215365-9193163,04-28-22,Shipped,Amazon,Top,M,B0986XJDJ4,Shipped,1,0,BENGALURU,KARNATAKA,560070
3975,408-1289561-3766747,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B081WWSSK7,Shipped,1,570,GHAZIABAD,UTTAR PRADESH,201003
3976,408-1565194-6613101,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B07WP5DYSW,Shipped,1,518,Lucknow,UTTAR PRADESH,226017
3977,404-2671215-6196365,04-28-22,Shipped,Amazon,kurta,XXL,B082W8RWN1,Shipped,1,295,GUNTUR,ANDHRA PRADESH,522006
3978,408-2925201-4645948,04-28-22,Shipped,Amazon,Top,XL,B08ZHQ7W7T,Shipped,1,376,KOLKATA,WEST BENGAL,700082
3979,405-5881932-3579524,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B09KXV94NJ,Shipped,1,376,NEW DELHI,DELHI,110092
3980,403-0640137-2528335,04-28-22,Shipped,Amazon,kurta,3XL,B07R5XKXL4,Shipped,1,432,GUNTUR,ANDHRA PRADESH,522002
3981,402-0733066-5624308,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B07HWRCWF8,Shipped,1,626,CHENNAI,TAMIL NADU,600044
3982,171-0991908-4411535,04-28-22,Shipped,Amazon,kurta,L,B091Q84CBF,Shipped,1,442,BENGALURU,KARNATAKA,560056
3983,171-1176544-5829125,04-28-22,Shipped,Amazon,kurta,M,B09RKCM347,Shipped,1,329,KRISHNAPUR HUGLI DISTRICT,WEST BENGAL,712708
3984,408-1046407-0609124,04-28-22,Shipped - Returned to Seller,Merchant,kurta,XL,B099FB2C9L,Shipped,1,399,GHAZIABAD,UTTAR PRADESH,201013
3985,407-2945319-4806721,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B08W9Z3BJF,Shipped,1,635,BENGALURU,KARNATAKA,560068
3986,407-2945319-4806721,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B099NPK5DS,Shipped,1,0,BENGALURU,KARNATAKA,560068
3987,407-2945319-4806721,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B09K3S91KQ,Shipped,1,342,BENGALURU,KARNATAKA,560068
3988,407-2945319-4806721,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B084KLHMJF,Shipped,1,487,BENGALURU,KARNATAKA,560068
3989,407-1274513-7490768,04-28-22,Shipped,Amazon,kurta,XXL,B084KJS373,Shipped,1,280,BENGALURU,KARNATAKA,560068
3990,408-9331703-7995529,04-28-22,Shipped,Amazon,Set,L,B08XQ8MCKP,Shipped,1,295,KOLLEGAL,KARNATAKA,571440
3991,407-6541590-2133933,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B0893DJL8B,Shipped,1,295,Kalachowki Mumbai,MAHARASHTRA,400033
3992,407-6541590-2133933,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B08B3YSLXV,Shipped,1,788,Kalachowki Mumbai,MAHARASHTRA,400033
3993,402-4897567-3953144,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B099NK55YG,Shipped,1,249,SULTANPUR,UTTAR PRADESH,228118
3994,404-9441998-2464364,04-28-22,Shipped,Amazon,kurta,S,B09BQ7LLTY,Shipped,1,363,VELLORE,TAMIL NADU,632014
3995,403-6264669-2899549,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09HMHM56Y,Shipped,1,563,MUMBAI,MAHARASHTRA,400022
3996,408-6313501-9686749,04-28-22,Shipped,Amazon,kurta,XL,B082W8BXW1,Shipped,1,280,SURAT,Gujarat,394107
3997,403-8990480-9805906,04-28-22,Cancelled,Merchant,kurta,M,B081WVMMCY,Null,0,517,BAHRAICH,UTTAR PRADESH,271801
3998,406-0107624-2715500,04-28-22,Shipped,Amazon,kurta,S,B09LTZHFH4,Shipped,1,0,BENGALURU,KARNATAKA,560016
3999,405-9956349-3377914,04-28-22,Cancelled,Merchant,kurta,S,B08PCTRGGR,Null,0,380,HUBBALLI,KARNATAKA,580030
4000,405-9956349-3377914,04-28-22,Cancelled,Merchant,kurta,S,B08V151HB2,Null,0,499,HUBBALLI,KARNATAKA,580030
4001,171-7655961-1237959,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B08YZ175BR,Shipped,1,0,HYDERABAD,TELANGANA,500084
4002,171-0642372-6423537,04-28-22,Cancelled,Merchant,Set,M,B09KXV4BN8,Null,0,0,BENGALURU,KARNATAKA,560037
4003,171-9089169-4126748,04-28-22,Shipped,Amazon,kurta,XL,B08QGKQBNC,Shipped,1,484,KOLKATA,WEST BENGAL,700019
4004,403-0520972-2901138,04-28-22,Cancelled,Merchant,Set,XS,B09QJ3RGB6,Null,0,596,NEW DELHI,DELHI,110063
4005,405-2066061-8881940,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B093ZRG4WS,Shipped,1,319,CURTORIM,GOA,403709
4006,407-8025269-5769142,04-28-22,Shipped,Amazon,kurta,M,B08YYTWZSV,Shipped,1,923,GUWAHATI,ASSAM,781021
4007,408-0779664-0421162,04-28-22,Shipped,Amazon,Set,M,B08ZYP5VBV,Shipped,1,342,Nagpur,MAHARASHTRA,440009
4008,406-0765252-7357945,04-28-22,Shipped,Amazon,Set,M,B0983D28F9,Shipped,1,549,RANCHI,JHARKHAND,834005
4009,403-6210525-6861156,04-28-22,Shipped,Amazon,Set,M,B0894YPTQT,Shipped,1,0,P.O.CHIRAKKAL,KERALA,670011
4010,405-7535113-8815535,04-28-22,Shipped,Amazon,Top,3XL,B094FGPTXH,Shipped,1,824,MUMBAI,MAHARASHTRA,400033
4011,404-2753133-6481913,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B0983BXS78,Shipped,1,1115,KOLKATA,WEST BENGAL,700028
4012,404-2603744-7914736,04-28-22,Shipped,Amazon,kurta,3XL,B08BJRMLZC,Shipped,1,469,KOLKATA,WEST BENGAL,700028
4013,407-0074641-1699531,04-28-22,Shipped,Amazon,kurta,M,B08BFK8NHL,Shipped,1,659,HYDERABAD,TELANGANA,500020
4014,407-0074641-1699531,04-28-22,Shipped,Amazon,kurta,M,B07MY1GQHY,Shipped,1,534,HYDERABAD,TELANGANA,500020
4015,404-0384233-2857122,04-28-22,Cancelled,Merchant,Western Dress,3XL,B098312LNC,Null,0,442,CHENNAI,TAMIL NADU,600128
4016,408-8767567-3537942,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B099NJQ8JQ,Shipped,1,349,GHAZIPUR,UTTAR PRADESH,232325
4017,408-3647481-1358717,04-28-22,Shipped - Lost in Transit,Merchant,Set,XXL,B09K3YHSDV,Shipped,1,0,BENGALURU,KARNATAKA,560102
4018,404-3323787-9610741,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WVMMCY,Shipped,1,563,RAJAM,ANDHRA PRADESH,532127
4019,405-9120260-1141126,04-28-22,Shipped - Delivered to Buyer,Merchant,Western Dress,L,B099NRCT7B,Shipped,1,0,CHENNAI,TAMIL NADU,600024
4020,405-7647162-0809957,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B0894XH3LN,Shipped,1,399,AMBIKAPUR,CHHATTISGARH,497001
4021,408-0251275-5200348,04-28-22,Shipped,Amazon,kurta,M,B08KRXV1QR,Shipped,1,744,VARANASI,UTTAR PRADESH,221007
4022,405-5344649-3090732,04-28-22,Shipped - Delivered to Buyer,Merchant,Western Dress,XL,B09832B571,Shipped,1,654,BHOPAL,MADHYA PRADESH,462016
4023,408-6812579-8773938,04-28-22,Shipped - Lost in Transit,Merchant,Western Dress,XL,B08B3YB1FR,Shipped,1,399,BENGALURU,KARNATAKA,560102
4024,408-1851530-1105934,04-28-22,Shipped,Amazon,Western Dress,3XL,B0983946VC,Shipped,1,825,BENGALURU,KARNATAKA,560037
4025,408-2450179-2609936,04-28-22,Shipped,Amazon,Set,M,B08XQ8R6GW,Shipped,1,0,JHANSI,UTTAR PRADESH,284001
4026,402-4196233-1755554,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B08KRZRSCL,Shipped,1,496,Sant kabirnagar.,UTTAR PRADESH,272125
4027,408-4877913-9099521,04-28-22,Shipped,Amazon,kurta,L,B082W8354V,Shipped,1,788,Hyderabad,TELANGANA,500062
4028,407-0057969-4752371,04-28-22,Shipped,Amazon,Set,XS,B09QJLTPH8,Shipped,1,399,JAIPUR,RAJASTHAN,302020
4029,408-1395773-1414703,04-28-22,Shipped,Amazon,kurta,XXL,B081WSWWL7,Shipped,1,435,TIRUCHIRAPPALLI,TAMIL NADU,620004
4030,408-3154772-1076356,04-28-22,Shipped,Amazon,kurta,XS,B09HMY3YLT,Shipped,1,1199,COIMBATORE,TAMIL NADU,641025
4031,402-1344313-1397957,04-28-22,Shipped,Amazon,Set,XS,B08QGN9YCG,Shipped,1,471,SAHARSA,BIHAR,852107
4032,402-1344313-1397957,04-28-22,Shipped,Amazon,kurta,XS,B09RKCG8QR,Shipped,1,399,SAHARSA,BIHAR,852107
4033,406-7933414-8893913,04-28-22,Shipped,Amazon,Top,3XL,B0965K6QBX,Shipped,1,534,Gurugram,HARYANA,122003
4034,403-8233886-1694709,04-28-22,Cancelled,Merchant,kurta,M,B081WVMMCY,Null,0,635,BAHRAICH,UTTAR PRADESH,271801
4035,407-8367821-7465153,04-28-22,Cancelled,Merchant,Bottom,L,B0845QD2FD,Null,0,625,AHMEDABAD,Gujarat,380015
4036,408-7138476-9581906,04-28-22,Cancelled,Amazon,Set,M,B08XQ8R6GW,Unshipped,1,380,JHANSI,UTTAR PRADESH,284001
4037,404-7099809-1497962,04-28-22,Cancelled,Amazon,Top,M,B099S91TCS,Unshipped,1,493,HYDERABAD,TELANGANA,500072
4038,403-2418094-9032310,04-28-22,Shipped,Amazon,kurta,L,B08WPR181B,Shipped,1,788,BangaLore,KARNATAKA,560032
4039,406-7752549-1749162,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B081WPK66G,Shipped,1,540,VASAI VIRAR,MAHARASHTRA,401303
4040,408-5611623-6922730,04-28-22,Shipped,Amazon,Set,XS,B094FNM537,Shipped,1,429,PATNA,BIHAR,800020
4041,407-9700797-9221116,04-28-22,Shipped,Amazon,Set,XXL,B08YNK9K8F,Shipped,1,399,BENGALURU,KARNATAKA,560043
4042,402-1739600-0952322,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WVMMCY,Shipped,1,0,BAHJOI,UTTAR PRADESH,244410
4043,403-2733270-1803504,04-28-22,Cancelled,Merchant,Set,L,B09NQ44RNV,Null,0,824,ALIGARH,UTTAR PRADESH,202001
4044,403-2733270-1803504,04-28-22,Cancelled,Merchant,kurta,L,B074X9FDR3,Null,0,399,ALIGARH,UTTAR PRADESH,202001
4045,171-2348046-1988320,04-28-22,Shipped - Returned to Seller,Merchant,kurta,M,B08YYPMZ67,Shipped,1,569,KOLKATA,WEST BENGAL,700071
4046,404-8026305-5212354,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B0894XZZQC,Shipped,1,281,P.N.PATTI,TAMIL NADU,636402
4047,404-8026305-5212354,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,S,B0894XR7QJ,Shipped,1,475,P.N.PATTI,TAMIL NADU,636402
4048,405-4277499-6688319,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B0983G4P9Y,Shipped,1,1065,GUWAHATI,ASSAM,781005
4049,404-3834410-2170763,04-28-22,Shipped,Amazon,kurta,S,B074SN4P8D,Shipped,1,1065,BENGALURU,KARNATAKA,562107
4050,406-0617674-5178733,04-28-22,Shipped,Amazon,Blouse,L,B085GBWXRD,Shipped,1,478,KOZHIKODE,KERALA,673010
4051,406-3793110-5763519,04-28-22,Shipped,Amazon,kurta,XXL,B081WWQQ98,Shipped,1,259,CHENNAI,TAMIL NADU,600064
4052,403-8407664-3687557,04-28-22,Shipped,Amazon,Set,S,B08XNJ19QH,Shipped,1,493,CHANDRAPUR,MAHARASHTRA,442401
4053,408-4041839-9358720,04-28-22,Shipped,Amazon,kurta,3XL,B083ZZ8869,Shipped,1,399,Dombivli-East,MAHARASHTRA,421204
4054,403-3312783-5225958,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B0894YFQ5R,Shipped,1,1112,KANPUR,UTTAR PRADESH,208012
4055,403-9394392-8402703,04-28-22,Shipped - Delivered to Buyer,Merchant,Western Dress,XS,B0982ZB89B,Shipped,1,0,BENGALURU,KARNATAKA,560049
4056,407-8900404-1237966,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09M74YV58,Shipped,1,696,SURAT,Gujarat,395007
4057,404-4372413-9075548,04-28-22,Shipped,Amazon,kurta,XXL,B082W8RWN1,Shipped,1,807,THANE,MAHARASHTRA,401107
4058,408-8029104-5572337,04-28-22,Shipped,Amazon,kurta,M,B08BFK8NHL,Shipped,1,613,THIRUVANANTHAPURAM,KERALA,695035
4059,171-6925094-0601949,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09NQ44RNV,Shipped,1,376,RAJGARH DHAR DISTRICT,MADHYA PRADESH,454116
4060,406-7697848-0400341,04-28-22,Shipped,Amazon,Top,XL,B08ZHQ7W7T,Shipped,1,0,KOLKATA,WEST BENGAL,700104
4061,402-1360853-3421108,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B09HMG9NV1,Shipped,1,597,HYDERABAD,TELANGANA,500076
4062,171-4121067-3602706,04-28-22,Shipped,Amazon,Set,XXL,B08XNGQCGM,Shipped,1,432,Noida,UTTAR PRADESH,201304
4063,171-2497479-5866719,04-28-22,Shipped,Amazon,Set,XL,B08W8DJG7F,Shipped,1,299,BENGALURU,KARNATAKA,560096
4064,171-6214968-3025165,04-28-22,Shipped - Returned to Seller,Merchant,Western Dress,M,B099NQQ79L,Shipped,1,1112,KHURJA,UTTAR PRADESH,203131
4065,404-3265126-2757110,04-28-22,Shipped,Amazon,Top,L,B0986XXHX7,Shipped,1,563,Ambikapur,CHHATTISGARH,497001
4066,403-4699104-7477114,04-28-22,Shipped,Amazon,Set,3XL,B08XQBC8FV,Shipped,1,744,BALLY,WEST BENGAL,711201
4067,408-1173561-4229123,04-28-22,Cancelled,Merchant,kurta,M,B09KXR4JZB,Null,0,512,DHOLKA,Gujarat,382225
4068,402-0784132-8233155,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B08KRKSFTS,Shipped,1,788,Pune,MAHARASHTRA,411046
4069,403-8331505-3445941,04-28-22,Shipped,Amazon,Set,XS,B082Z4396S,Shipped,1,0,LUCKNOW,UTTAR PRADESH,226202
4070,403-6356114-0035556,04-28-22,Cancelled,Merchant,kurta,M,B081WVMMCY,Null,0,680,BAHRAICH,UTTAR PRADESH,271801
4071,408-3424430-1961132,04-28-22,Shipped,Amazon,Top,XL,B099S91D2B,Shipped,1,446,CHENNAI,TAMIL NADU,600100
4072,404-8902810-2792341,04-28-22,Cancelled,Amazon,Western Dress,S,B09831NCG7,Cancelled,0,380,BENGALURU,KARNATAKA,560087
4073,402-5444691-5919547,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B09KXSQ73F,Shipped,1,599,MUMBAI,MAHARASHTRA,400071
4074,402-5444691-5919547,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B09KXTQJW3,Shipped,1,0,MUMBAI,MAHARASHTRA,400071
4075,402-4969953-6838753,04-28-22,Shipped,Amazon,Set,XXL,B09KXTLDMG,Shipped,1,626,MUMBAI,MAHARASHTRA,400071
4076,407-7997112-4521916,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B09K3T9XRW,Shipped,1,999,Mandi,HIMACHAL PRADESH,175012
4077,406-0950663-6841937,04-28-22,Shipped,Amazon,kurta,XL,B08W1HFQLX,Shipped,1,599,KOLKATA,WEST BENGAL,700027
4078,403-9311781-4634701,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09HMHM56Y,Shipped,1,459,KANJIKODE INDUSTRIAL AREA,KERALA,678622
4079,408-4847534-0671542,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09HMTKV2L,Shipped,1,455,PANCHKULA,HARYANA,134113
4080,405-1672341-7345158,04-28-22,Shipped,Amazon,kurta,L,B082W8354V,Shipped,1,517,chennai,TAMIL NADU,600053
4081,405-3180617-6337154,04-28-22,Shipped,Amazon,Top,L,B08ZHNGS54,Shipped,1,0,GURUGRAM,HARYANA,122003
4082,402-9689428-7058762,04-28-22,Shipped,Amazon,kurta,M,B077M6KWYJ,Shipped,1,435,VISAKHAPATNAM,ANDHRA PRADESH,530016
4083,171-5259957-5172352,04-28-22,Cancelled,Merchant,kurta,3XL,B08W9LL6J6,Null,0,432,NAKREKAL,TELANGANA,508211
4084,408-9120487-2502749,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09HMHM56Y,Shipped,1,353,SAGAR,KARNATAKA,577401
4085,407-8833350-9829967,04-28-22,Shipped,Amazon,Set,L,B0983D9C65,Shipped,1,313,GURUGRAM,HARYANA,122018
4086,404-6708059-0934711,04-28-22,Cancelled,Amazon,Set,L,B08XQ8MCKP,Unshipped,1,517,BENGALURU,KARNATAKA,560079
4087,408-5705769-2389935,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09HMHM56Y,Shipped,1,824,NOIDA,UTTAR PRADESH,201301
4088,171-9220668-6102701,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B081X4KQ14,Shipped,1,788,BENGALURU,KARNATAKA,560061
4089,407-0608519-0329924,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,L,B0925XX478,Shipped,1,517,HYDERABAD,TELANGANA,500072
4090,408-3320599-8754726,04-28-22,Shipped,Amazon,Set,XXL,B091Z7HDNS,Shipped,1,399,Kandivali (W),MAHARASHTRA,400067
4091,407-4375279-8978717,04-28-22,Shipped - Delivered to Buyer,Merchant,Top,XL,B08RYPWC3J,Shipped,1,1149,NEW TOWN,WEST BENGAL,700059
4092,407-4562625-2781149,04-28-22,Shipped,Amazon,Set,L,B0983D9C65,Shipped,1,848,CHENNAI,TAMIL NADU,600063
4093,407-4549761-6000305,04-28-22,Cancelled,Merchant,kurta,XL,B09K3WFR76,Null,0,540,NEW DELHI,DELHI,110052
4094,171-4699290-3599557,04-28-22,Shipped,Amazon,Set,L,B0822SS99K,Shipped,1,824,HYDERABAD,TELANGANA,500032
4095,407-0051898-7030769,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,L,B099NJKJ54,Shipped,1,0,MUMBAI 400023,MAHARASHTRA,400023
4096,407-7400185-1172311,04-28-22,Shipped,Amazon,Set,S,B0894XGJ83,Shipped,1,792,BENGALURU,KARNATAKA,560100
4097,406-5333881-1653105,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B091Q9Q34N,Shipped,1,563,KOLKATA,WEST BENGAL,700039
4098,404-2328672-6500314,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XS,B09K3T3Y5T,Shipped,1,1065,NEW DELHIhbjo,DELHI,110019
4099,402-8034593-8129943,04-28-22,Shipped,Amazon,Set,XL,B09RKD2Z9R,Shipped,1,375,LUCKNOW,UTTAR PRADESH,226021
4100,402-8052892-6750755,04-28-22,Shipped,Amazon,Set,M,B08XNJG8B1,Shipped,1,477,THANE,MAHARASHTRA,400605
4101,403-3302363-7302760,04-28-22,Shipped - Delivered to Buyer,Merchant,Western Dress,3XL,B099NTV5ZV,Shipped,1,1299,BAHADURGARH,HARYANA,124507
4102,406-5550825-5129147,04-28-22,Shipped - Delivered to Buyer,Merchant,Western Dress,L,B099NRCT7B,Shipped,1,1112,BENGALURU,KARNATAKA,560102
4103,406-1542034-7814753,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B09K3RBXGF,Shipped,1,665,MEERUT,UTTAR PRADESH,250001
4104,171-3001909-1670726,04-28-22,Cancelled,Merchant,Set,S,B0822TTYMH,Null,0,744,HYDERABAD,TELANGANA,500032
4105,408-5752208-8289920,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,XS,B09K415WZ1,Shipped,1,280,BENGALURU,KARNATAKA,560034
4106,403-1980923-1705133,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B09B5922WD,Shipped,1,0,CHENNAI,TAMIL NADU,600010
4107,405-3933080-3655521,04-28-22,Shipped,Amazon,kurta,XS,B081XCMYXJ,Shipped,1,459,KOCHI,KERALA,682011
4108,406-8207075-4710709,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B09QJ4FNCN,Shipped,1,771,GHAZIABAD,UTTAR PRADESH,201012
4109,402-5372112-8832325,04-28-22,Shipped,Amazon,Set,S,B08L947VKW,Shipped,1,399,PUNE,MAHARASHTRA,411001
4110,171-6393527-1475542,04-28-22,Cancelled,Amazon,Set,3XL,B09K36SNZ6,Unshipped,1,968,GWALIOR,MADHYA PRADESH,474020
4111,405-4899189-7701158,04-28-22,Shipped,Amazon,Saree,Free,B09VZ6881G,Shipped,1,595,BENGALURU,KARNATAKA,560037
4112,403-7700844-1124339,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B08B3XS7ST,Shipped,1,666,KOLKATA,WEST BENGAL,700014
4113,403-8668003-0885160,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,S,B0894XKKWY,Shipped,1,648,MANDI DABWALI,HARYANA,125104
4114,171-7175589-8995518,04-28-22,Cancelled,Amazon,kurta,XXL,B07R41S1YG,Cancelled,0,759,CHENNAI,TAMIL NADU,600066
4115,405-4178477-3637164,04-28-22,Shipped,Amazon,kurta,M,B07T1XCJWG,Shipped,1,1115,HYDERABAD,TELANGANA,500049
4116,402-3353558-2029901,04-28-22,Cancelled,Merchant,Top,L,B08ZHZP9B5,Null,0,0,Pune,MAHARASHTRA,411057
4117,402-2970358-3321145,04-28-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WY1SP3,Shipped,1,376,PEDDAPURAM,ANDHRA PRADESH,533437
4118,404-7596615-5424359,04-28-22,Shipped,Amazon,Western Dress,XL,B0982Z1994,Shipped,1,464,NADIM TIRUVURU,ANDHRA PRADESH,521235
4119,403-0735841-9751504,04-28-22,Shipped - Returned to Seller,Merchant,Set,XL,B09BQGNYP6,Shipped,1,399,ANANTAPUR,ANDHRA PRADESH,515005
4120,405-7314507-6366762,04-28-22,Shipped,Amazon,Set,M,B085NYG5CR,Shipped,1,744,PANIPAT,HARYANA,132103
4121,407-0224782-9594778,04-28-22,Shipped,Amazon,Saree,Free,B09NDCQM14,Shipped,1,852,BENGALURU,KARNATAKA,560094
4122,407-0224782-9594778,04-28-22,Shipped,Amazon,Saree,Free,B09NDD6F7W,Shipped,1,657,BENGALURU,KARNATAKA,560094
4123,406-6255584-2096316,04-28-22,Shipped,Amazon,kurta,XXL,B078Q3XW5H,Shipped,1,632,gorakhpur,UTTAR PRADESH,273001
4124,405-5607402-4636369,04-28-22,Shipped,Amazon,kurta,XL,B08WPZ1N4Z,Shipped,1,620,CHITTOOR,ANDHRA PRADESH,517102
4125,408-9555598-4789965,04-28-22,Shipped,Amazon,kurta,3XL,B081WZ4T3V,Shipped,1,357,BENGALURU,KARNATAKA,560056
4126,407-3356922-4529919,04-28-22,Cancelled,Amazon,kurta,XL,B07R4XJNW3,Cancelled,0,429,PERAMBALUR,TAMIL NADU,621212
4127,407-8335193-0232366,04-28-22,Shipped,Amazon,kurta,XS,B081XCMYXJ,Shipped,1,399,JODHPUR,RAJASTHAN,342005
4128,408-1982829-7555565,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B09KXVG37D,Shipped,1,0,GANGTOK,SIKKIM,737101
4129,408-6108269-2220351,04-28-22,Shipped - Delivered to Buyer,Merchant,Bottom,M,B0845Q7QTZ,Shipped,1,399,VARANASI,UTTAR PRADESH,221010
4130,171-2410385-0063516,04-28-22,Shipped,Amazon,Set,L,B09NDKQD88,Shipped,1,888,CHENNAI,TAMIL NADU,600088
4131,171-2272682-1939539,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09NQ44RNV,Shipped,1,284,CHENNAI,TAMIL NADU,600088
4132,408-8885582-1692335,04-28-22,Shipped,Amazon,kurta,XL,B08MXCK1Q2,Shipped,1,597,Panaji,Goa,403002
4133,408-4783570-2416331,04-28-22,Cancelled,Amazon,kurta,M,B09RKCMWVM,Unshipped,1,597,AZAMGARH,UTTAR PRADESH,276001
4134,408-1798056-2404325,04-28-22,Shipped,Amazon,Set,3XL,B08QGKP8XG,Shipped,1,517,JAMSHEDPUR,JHARKHAND,831012
4135,402-3386754-7129901,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09QJ577FG,Shipped,1,635,INDORE,MADHYA PRADESH,452010
4136,406-1571603-9717922,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,M,B0894XH3LN,Shipped,1,1200,BHILAI,CHHATTISGARH,490023
4137,403-4434378-5337922,04-28-22,Shipped,Amazon,Set,M,B09KXVP5MK,Shipped,1,1163,CHENNAI,TAMIL NADU,600053
4138,171-1293315-7716338,04-28-22,Shipped,Amazon,Set,3XL,B0983D6G5X,Shipped,1,654,VASAI VIRAR,MAHARASHTRA,401303
4139,407-4620449-4318761,04-28-22,Shipped - Delivered to Buyer,Merchant,Set,XS,B09RKFBMYD,Shipped,1,888,NEW DELHI,DELHI,110088
4140,402-5906496-3936315,04-28-22,Shipped,Amazon,Set,L,B0983FZD5K,Shipped,1,1238,KARIMNAGAR,TELANGANA,505001
